timestamp,ticker,price_krw,price_usd,chg_30m_pct,vol_z,cvd_1h,rsi,rsi_delta,bb_percent,ls_ratio,atr_pct,oi_change_pct,funding,vol_24h_m,ema20,ema60,ema120,box_high,box_low,recent_pct,long_score,short_score,prepump_score,preshort_score,interval,ema_l,ema_s,pp_l,pp_s,cvd_l,cvd_s,oi_sc,m30_l,m30_s,volz_sc,liquidity_sc
2026-07-11 19:59:21,SNT,11.02,0.02531,0.0,0.8,-233228.08,57.2,6.2,87.4,,0.45,0.0,0.0,9,10.95294024,10.92345478,10.91102771,11.06,10.85,-0.362,41,22,39,47,1h,20,0,20,5,0,15,0,0,0,3,0
2026-07-11 19:59:21,WAVES,388.0,0.75728182,0.0,-0.8,11304.48,45.0,-2.3,9.4,,0.31,0.0,0.0,46,390.04853359,389.36686962,391.11753431,394.0,388.0,1.042,27,27,46,17,1h,0,0,5,20,15,0,0,0,0,3,5
2026-07-11 19:59:21,LINK,11910.0,7.979,0.0,-0.5,271.61,58.1,-1.1,66.4,2.253,0.34,0.19,0.0064,743,11878.55060485,11775.65070345,11740.98263303,11950.0,11770.0,4.474,41,12,39,22,1h,20,0,0,5,15,0,0,0,0,3,5
2026-07-11 19:59:21,CVC,30.27,0.02054,0.0,-0.8,-7680.08,52.9,-5.3,54.3,3.658,0.82,-0.29,0.005,26,30.20444314,30.16795508,30.45695066,30.7,29.52,-2.512,8,27,26,48,1h,0,0,0,5,0,15,0,0,0,3,5
2026-07-11 19:59:21,ENJ,42.07,0.02837,0.0,1.1,-130438.07,44.1,-7.4,25.9,1.125,0.89,0.38,0.005,48,42.44621151,42.51543784,42.85063797,43.64,41.76,-2.728,12,41,40,37,1h,0,20,5,0,0,15,0,0,0,3,5
2026-07-11 19:59:21,TFUEL,11.94,,0.0,-0.3,71537.32,62.2,12.6,102.1,,1.05,0.0,0.0,17,11.72331625,11.68379969,11.69412309,12.19,11.51,-1.077,41,12,51,25,1h,0,0,20,5,15,0,0,0,0,3,5
2026-07-11 19:59:21,MTL,337.0,0.2283,0.0,-0.3,0.0,53.1,-0.5,60.4,1.971,0.57,-0.16,0.01,23,336.19918436,335.56157905,337.35150178,339.0,330.0,0.298,12,17,26,35,1h,0,0,0,5,5,5,0,0,0,3,5
2026-07-11 19:59:21,IOST,1.051,0.0007065,0.0,-0.6,0.0,53.6,-1.6,78.0,2.074,0.43,0.24,0.01,5,1.04823265,1.04854958,1.05462333,1.053,1.037,0.095,8,12,19,27,1h,0,0,0,5,5,5,0,0,0,3,0
2026-07-11 19:59:21,VET,7.169,0.004874,0.0,2.3,-1650551.7,62.8,-4.0,80.4,1.639,0.56,-0.39,-0.0077,67,7.10627208,7.06647246,7.06349934,7.239,6.944,2.649,57,38,35,63,1h,20,0,20,5,0,15,0,0,0,15,5
2026-07-11 19:59:21,ORBS,9.118,0.01807714,0.0,-0.2,563383.4,42.9,-4.9,6.3,,1.12,0.0,0.0,210,9.21642571,9.19305683,9.10866052,9.8,9.095,-1.777,27,27,62,17,1h,0,0,5,20,15,0,0,0,0,3,5
2026-07-11 19:59:21,BSV,20230.0,13.69,0.0,1.7,83.86,59.1,6.8,91.0,2.517,0.56,-0.02,0.005,51,20038.35269861,20025.27630537,20208.79095751,20280.0,19770.0,4.602,48,19,34,40,1h,0,0,20,5,15,0,0,0,0,10,5
2026-07-11 19:59:21,AMO,0.4064,,0.0,-0.9,-1040851.42,48.0,-12.6,31.9,,0.7,0.0,0.0,11,0.40778871,0.40824772,0.41245731,0.4114,0.402,-4.466,12,41,31,37,1h,0,20,5,0,0,15,0,0,0,3,5
2026-07-11 19:59:21,FCT2,11.82,,0.0,-0.0,100035.15,62.6,1.7,82.9,,0.53,0.0,0.0,16,11.73026447,11.74462921,11.80723064,11.85,11.45,-2.395,41,12,41,30,1h,0,0,20,5,15,0,0,0,0,3,5
2026-07-11 19:59:21,COS,0.3717,0.00024196,0.0,-0.3,-4410992.42,48.3,-2.0,48.5,0.875,0.91,0.0,0.0,307,0.37274259,0.37361319,0.3784372,0.3988,0.364,-0.695,12,41,33,42,1h,0,20,5,0,0,15,0,0,0,3,5
2026-07-11 19:59:21,MEV,2.779,,0.0,3.0,3198067.62,65.5,19.9,135.3,,0.89,0.0,0.0,29,2.71310945,2.72540785,2.74182596,2.779,2.678,-0.18,52,24,39,40,1h,0,0,20,5,15,0,0,0,0,15,5
2026-07-11 19:59:21,CHR,22.84,0.01533,0.0,0.3,-15229.26,71.0,18.4,112.8,2.042,1.04,0.41,0.01,10,21.93654307,21.90092733,22.10792907,23.2,21.34,0.617,8,27,27,45,1h,0,0,0,5,0,15,0,0,0,3,5
2026-07-11 19:59:21,MBL,1.051,,0.0,-0.4,-2521445.72,50.3,0.9,38.2,,0.67,0.0,0.0,11,1.0514894,1.04991891,1.0487505,1.102,1.039,-2.05,22,22,48,34,1h,10,0,5,0,0,15,0,0,0,3,5
2026-07-11 19:59:21,ANKR,5.358,0.003593,0.0,-0.5,36653.67,54.6,1.1,48.7,2.193,0.33,-0.38,-0.0026,10,5.34359726,5.34438516,5.36327634,5.419,5.309,-2.529,27,8,43,30,1h,0,0,5,0,15,0,0,0,0,3,5
